BRCD,BRANCH,CIRCLE,NETWORK,MOD NO,MODULE,REG NO,BGL,BGLDESC,BALANCE,BM_MOBILE
64033,KADAMBATHUR                             ,CHENNAI,1,11,CHENNAI NORTH,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-107.26,
64033,KADAMBATHUR                             ,CHENNAI,1,11,CHENNAI NORTH,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,1300,
64060,KANNIGAPURAM                            ,CHENNAI,1,11,CHENNAI NORTH,4,98751,SUNDRY DEPOSITS-OTHERS,29000,
64060,KANNIGAPURAM                            ,CHENNAI,1,11,CHENNAI NORTH,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,21100,
64060,KANNIGAPURAM                            ,CHENNAI,1,11,CHENNAI NORTH,4,98581,ATM CASH DISB-CUST AC NOT DEBITED,-150,
64060,KANNIGAPURAM                            ,CHENNAI,1,11,CHENNAI NORTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,291587.08,
64060,KANNIGAPURAM                            ,CHENNAI,1,11,CHENNAI NORTH,4,98728,SUSPENSE - ADHOC PAYMENTS,-88000,
64060,KANNIGAPURAM                            ,CHENNAI,1,11,CHENNAI NORTH,4,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-468145,
64077,KILPENNATHUR                            ,CHENNAI,1,12,CHENNAI SOUTH,5,98751,SUNDRY DEPOSITS-OTHERS,11458,
64077,KILPENNATHUR                            ,CHENNAI,1,12,CHENNAI SOUTH,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,1100,
64077,KILPENNATHUR                            ,CHENNAI,1,12,CHENNAI SOUTH,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-35.4,
64077,KILPENNATHUR                            ,CHENNAI,1,12,CHENNAI SOUTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,356415,
64077,KILPENNATHUR                            ,CHENNAI,1,12,CHENNAI SOUTH,5,98731,SUSPENSE - OTHERS,-9916.39,
64077,KILPENNATHUR                            ,CHENNAI,1,12,CHENNAI SOUTH,5,98728,SUSPENSE - ADHOC PAYMENTS,-739.86,
64094,KUTTUDANKADU                            ,CHENNAI,2,21,MADURAI,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,2800,
64094,KUTTUDANKADU                            ,CHENNAI,2,21,MADURAI,2,3199844,ATM EXCESS CASH ACCOUNT,1100,
64094,KUTTUDANKADU                            ,CHENNAI,2,21,MADURAI,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,393486.5,
64094,KUTTUDANKADU                            ,CHENNAI,2,21,MADURAI,2,98656,SUSP - SC CONTRA AC,348056,
64094,KUTTUDANKADU                            ,CHENNAI,2,21,MADURAI,2,98655,SUSP - SC CONTRA AC,-348056,
64094,KUTTUDANKADU                            ,CHENNAI,2,21,MADURAI,2,98751,SUNDRY DEPOSITS-OTHERS,419000,
64094,KUTTUDANKADU                            ,CHENNAI,2,21,MADURAI,2,98728,SUSPENSE - ADHOC PAYMENTS,-23500,
64101,RACPC SATTUR                            ,CHENNAI,2,21,MADURAI,9,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-10000,
64103,RACPC THENI                             ,CHENNAI,2,21,MADURAI,9,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-25400,
64103,RACPC THENI                             ,CHENNAI,2,21,MADURAI,9,3199492,INTER OFFICE INSTRUMENTS AC - NEW,13613443.26,
64105,RACPC TIRUNELVELI                       ,CHENNAI,2,21,MADURAI,3,98731,SUSPENSE - OTHERS,-48468,
64117,RACPC NAGAPATTINAM                      ,CHENNAI,2,22,TRICHY,5,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-69000,
64118,RACPC THANJAVUR                         ,CHENNAI,2,22,TRICHY,9,98728,SUSPENSE - ADHOC PAYMENTS,-184000,
64118,RACPC THANJAVUR                         ,CHENNAI,2,22,TRICHY,9,98751,SUNDRY DEPOSITS-OTHERS,2400000,
64118,RACPC THANJAVUR                         ,CHENNAI,2,22,TRICHY,9,3199492,INTER OFFICE INSTRUMENTS AC - NEW,171277.25,
64121,RACPC DINDIGUL                          ,CHENNAI,2,22,TRICHY,9,98751,SUNDRY DEPOSITS-OTHERS,445170,
64121,RACPC DINDIGUL                          ,CHENNAI,2,22,TRICHY,9,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),6453935,
64121,RACPC DINDIGUL                          ,CHENNAI,2,22,TRICHY,9,98731,SUSPENSE - OTHERS,-25894,
64121,RACPC DINDIGUL                          ,CHENNAI,2,22,TRICHY,9,3199492,INTER OFFICE INSTRUMENTS AC - NEW,7282044,
64121,RACPC DINDIGUL                          ,CHENNAI,2,22,TRICHY,9,98533,SYSTEM SUSPENSE AC - ORIG CREDIT,269800,
64129,RACPC KARAIKUDI                         ,CHENNAI,2,22,TRICHY,3,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-2772,
64138,RACPC VILLUPURAM                        ,CHENNAI,3,32,SALEM,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,4474000,
64138,RACPC VILLUPURAM                        ,CHENNAI,3,32,SALEM,2,98728,SUSPENSE - ADHOC PAYMENTS,-10000,
64143,RACPC CHENGELPET                        ,CHENNAI,1,12,CHENNAI SOUTH,9,3199492,INTER OFFICE INSTRUMENTS AC - NEW,55807755.32,
64143,RACPC CHENGELPET                        ,CHENNAI,1,12,CHENNAI SOUTH,9,98731,SUSPENSE - OTHERS,-62000,
64143,RACPC CHENGELPET                        ,CHENNAI,1,12,CHENNAI SOUTH,9,98728,SUSPENSE - ADHOC PAYMENTS,-195000,
64143,RACPC CHENGELPET                        ,CHENNAI,1,12,CHENNAI SOUTH,9,98751,SUNDRY DEPOSITS-OTHERS,3215266.48,
64143,RACPC CHENGELPET                        ,CHENNAI,1,12,CHENNAI SOUTH,9,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-75000,
64143,RACPC CHENGELPET                        ,CHENNAI,1,12,CHENNAI SOUTH,9,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),2880070,
64158,RACPC ERODE                             ,CHENNAI,3,31,COIMBATORE,9,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),8658500,
64158,RACPC ERODE                             ,CHENNAI,3,31,COIMBATORE,9,98731,SUSPENSE - OTHERS,-158000,
64158,RACPC ERODE                             ,CHENNAI,3,31,COIMBATORE,9,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3237816.24,
64162,RACPC TIRUPUR                           ,CHENNAI,3,31,COIMBATORE,4,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),4962058,
64265,PODATHURPET                             ,CHENNAI,1,11,CHENNAI NORTH,5,98731,SUSPENSE - OTHERS,-2600,
64265,PODATHURPET                             ,CHENNAI,1,11,CHENNAI NORTH,5,98746,SD - EXCESS CASH,10000,
64265,PODATHURPET                             ,CHENNAI,1,11,CHENNAI NORTH,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-0.47,
64265,PODATHURPET                             ,CHENNAI,1,11,CHENNAI NORTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,484916.75,
64309,VIRUDHUNAGAR MEDICAL COLLEGE KOORAIKUNDU,CHENNAI,2,21,MADURAI,2,98728,SUSPENSE - ADHOC PAYMENTS,-500,
64309,VIRUDHUNAGAR MEDICAL COLLEGE KOORAIKUNDU,CHENNAI,2,21,MADURAI,2,4898587,Diff in parking ac with INB facility,293525,
64309,VIRUDHUNAGAR MEDICAL COLLEGE KOORAIKUNDU,CHENNAI,2,21,MADURAI,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,114081,
64310,TIRUNELVELI MEDICAL COLLEGE             ,CHENNAI,2,21,MADURAI,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,468789.34,
64320,STARTUP BRANCH CHENNAI                  ,CHENNAI,1,12,CHENNAI SOUTH,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1020297,
64349,AMAYAPURAM                              ,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,71758,
64350,SEKKANAM                                ,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,214297,
64350,SEKKANAM                                ,CHENNAI,2,22,TRICHY,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,1500,
64363,MELUR TOWN                              ,CHENNAI,2,21,MADURAI,1,98731,SUSPENSE - OTHERS,-105000,
64363,MELUR TOWN                              ,CHENNAI,2,21,MADURAI,1,4597997,INB MISCELLANEOUS CREDIT IMPS,14820,
64363,MELUR TOWN                              ,CHENNAI,2,21,MADURAI,1,4597998,INB MISCELLANEOUS DEBIT IMPS,-14820,
64363,MELUR TOWN                              ,CHENNAI,2,21,MADURAI,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,127430.85,
64363,MELUR TOWN                              ,CHENNAI,2,21,MADURAI,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1500,
64363,MELUR TOWN                              ,CHENNAI,2,21,MADURAI,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,2000,
64424,MINI RACPC NEYVELI,CHENNAI,3,32,SALEM,3,98731,SUSPENSE - OTHERS,-58000,
64455,KANJI,CHENNAI,1,12,CHENNAI SOUTH,5,98731,SUSPENSE - OTHERS,-1144643.89,
64455,KANJI,CHENNAI,1,12,CHENNAI SOUTH,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,326287.89,
64455,KANJI,CHENNAI,1,12,CHENNAI SOUTH,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,8300,
64455,KANJI,CHENNAI,1,12,CHENNAI SOUTH,5,98728,SUSPENSE - ADHOC PAYMENTS,-21000,
64455,KANJI,CHENNAI,1,12,CHENNAI SOUTH,5,98751,SUNDRY DEPOSITS-OTHERS,98000,
64456,CHEYYUR,CHENNAI,1,12,CHENNAI SOUTH,4,98731,SUSPENSE - OTHERS,-88746,
64456,CHEYYUR,CHENNAI,1,12,CHENNAI SOUTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1723754.19,
64456,CHEYYUR,CHENNAI,1,12,CHENNAI SOUTH,4,98751,SUNDRY DEPOSITS-OTHERS,85000,
64456,CHEYYUR,CHENNAI,1,12,CHENNAI SOUTH,4,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-4500000,
64485,KALAPET,CHENNAI,3,32,SALEM,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,203517.72,
64485,KALAPET,CHENNAI,3,32,SALEM,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,100,
64517,MINI RACPC METTUPALAYAM,CHENNAI,3,31,COIMBATORE,2,98731,SUSPENSE - OTHERS,-10400,
64517,MINI RACPC METTUPALAYAM,CHENNAI,3,31,COIMBATORE,2,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),29200000,
64592,BYEPASS ROAD DINDIGUL,CHENNAI,2,22,TRICHY,4,98731,SUSPENSE - OTHERS,-500000,
64592,BYEPASS ROAD DINDIGUL,CHENNAI,2,22,TRICHY,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,71325.5,
64593,UPPILIAPURAM,CHENNAI,2,22,TRICHY,1,98731,SUSPENSE - OTHERS,-170,
64593,UPPILIAPURAM,CHENNAI,2,22,TRICHY,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,50244.9,
64666,PUDUKOTTAI MEDICAL COLLEGE MULLUR,CHENNAI,2,22,TRICHY,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,797572,
64666,PUDUKOTTAI MEDICAL COLLEGE MULLUR,CHENNAI,2,22,TRICHY,2,98731,SUSPENSE - OTHERS,-4200,
64668,REGIONAL BUSINESS OFFICE THIRUVANNAMALAI,CHENNAI,1,12,CHENNAI SOUTH,5,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-213529.5,
64668,REGIONAL BUSINESS OFFICE THIRUVANNAMALAI,CHENNAI,1,12,CHENNAI SOUTH,5,98728,SUSPENSE - ADHOC PAYMENTS,-191750,
64668,REGIONAL BUSINESS OFFICE THIRUVANNAMALAI,CHENNAI,1,12,CHENNAI SOUTH,5,98731,SUSPENSE - OTHERS,-120000,
64669,REGIONAL BUSINESS OFFICE THIRUVALLUR,CHENNAI,1,11,CHENNAI NORTH,5,98731,SUSPENSE - OTHERS,-200000,
64669,REGIONAL BUSINESS OFFICE THIRUVALLUR,CHENNAI,1,11,CHENNAI NORTH,5,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-21423.52,
64704,SHOOLAGIRI,CHENNAI,3,32,SALEM,4,98731,SUSPENSE - OTHERS,-12061,
64704,SHOOLAGIRI,CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,9252,
64704,SHOOLAGIRI,CHENNAI,3,32,SALEM,4,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,200,
64718,SIPCOT GANGAIKONDAN,CHENNAI,2,21,MADURAI,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1437079.4,
64718,SIPCOT GANGAIKONDAN,CHENNAI,2,21,MADURAI,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,13600,
64735,HOME LOAN CENTRE POLLACHI,CHENNAI,3,31,COIMBATORE,1,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),200000,
64831,KALLAL,CHENNAI,2,22,TRICHY,3,98728,SUSPENSE - ADHOC PAYMENTS,-5000,
64834,SILVARPATTI,CHENNAI,2,22,TRICHY,4,98731,SUSPENSE - OTHERS,-1600000,
64882,OLAIYUR,CHENNAI,2,22,TRICHY,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,93434.84,
64886,MANIKANDAM,CHENNAI,2,22,TRICHY,1,98731,SUSPENSE - OTHERS,-350000,
64886,MANIKANDAM,CHENNAI,2,22,TRICHY,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,49259.73,
64887,SIRUTHOZHIL TIRUCHIRAPALLI,CHENNAI,2,22,TRICHY,1,98731,SUSPENSE - OTHERS,-598600,
64887,SIRUTHOZHIL TIRUCHIRAPALLI,CHENNAI,2,22,TRICHY,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,253342.32,
64887,SIRUTHOZHIL TIRUCHIRAPALLI,CHENNAI,2,22,TRICHY,1,98751,SUNDRY DEPOSITS-OTHERS,2467589,
64928,MANIMANGALAM,CHENNAI,1,12,CHENNAI SOUTH,3,98728,SUSPENSE - ADHOC PAYMENTS,-172000,
64928,MANIMANGALAM,CHENNAI,1,12,CHENNAI SOUTH,3,98731,SUSPENSE - OTHERS,-400000,
64928,MANIMANGALAM,CHENNAI,1,12,CHENNAI SOUTH,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,339398.12,
64929,AYATHIAPATTINAM,CHENNAI,3,32,SALEM,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,9750,
64929,AYATHIAPATTINAM,CHENNAI,3,32,SALEM,1,98731,SUSPENSE - OTHERS,-1291000,
64929,AYATHIAPATTINAM,CHENNAI,3,32,SALEM,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,400,
64938,GUDIYATHAM TOWN,CHENNAI,1,11,CHENNAI NORTH,4,98728,SUSPENSE - ADHOC PAYMENTS,-902528,
64938,GUDIYATHAM TOWN,CHENNAI,1,11,CHENNAI NORTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,133388,
64939,VIT ROAD,CHENNAI,1,11,CHENNAI NORTH,4,98728,SUSPENSE - ADHOC PAYMENTS,-1050656,
64939,VIT ROAD,CHENNAI,1,11,CHENNAI NORTH,4,98731,SUSPENSE - OTHERS,-886,
64939,VIT ROAD,CHENNAI,1,11,CHENNAI NORTH,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,152000,
64942,ILLUPPUR,CHENNAI,2,22,TRICHY,4,98731,SUSPENSE - OTHERS,-167260,
64943,KALLIMANDIAYAM,CHENNAI,2,22,TRICHY,4,98728,SUSPENSE - ADHOC PAYMENTS,-3500,
64943,KALLIMANDIAYAM,CHENNAI,2,22,TRICHY,4,98731,SUSPENSE - OTHERS,-100000,
64946,VOC PORT TUTICORIN,CHENNAI,2,21,MADURAI,2,98731,SUSPENSE - OTHERS,-15000,
64946,VOC PORT TUTICORIN,CHENNAI,2,21,MADURAI,2,98728,SUSPENSE - ADHOC PAYMENTS,-4000,
64946,VOC PORT TUTICORIN,CHENNAI,2,21,MADURAI,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1062110,
64959,VIDIYAL RESIDENCY,CHENNAI,3,32,SALEM,4,3199492,INTER OFFICE INSTRUMENTS AC - NEW,108900,
64962,NEGAMAM,CHENNAI,3,31,COIMBATORE,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,2700,
64963,PALLIPALAYAM TOWN,CHENNAI,3,31,COIMBATORE,5,98731,SUSPENSE - OTHERS,-65074.5,
64963,PALLIPALAYAM TOWN,CHENNAI,3,31,COIMBATORE,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3640232,
64963,PALLIPALAYAM TOWN,CHENNAI,3,31,COIMBATORE,5,2399775,INTER BRANCH TRANSFER CREDIT (NDTL),500,
64963,PALLIPALAYAM TOWN,CHENNAI,3,31,COIMBATORE,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-1123.6,
64963,PALLIPALAYAM TOWN,CHENNAI,3,31,COIMBATORE,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,58800,
64963,PALLIPALAYAM TOWN,CHENNAI,3,31,COIMBATORE,5,2399776,INTER BRANCH TRANSFER DEBIT (NDTL),-925,
64985,MAHALINGAPURAM,CHENNAI,3,31,COIMBATORE,1,98731,SUSPENSE - OTHERS,-980000,
64985,MAHALINGAPURAM,CHENNAI,3,31,COIMBATORE,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2283660,
65085,KATHIRVEDU,CHENNAI,1,11,CHENNAI NORTH,3,98731,SUSPENSE - OTHERS,-1400000,
65134,AIR FORCE STATION CAMPUS SULUR,CHENNAI,3,31,COIMBATORE,1,98731,SUSPENSE - OTHERS,-807700,
65134,AIR FORCE STATION CAMPUS SULUR,CHENNAI,3,31,COIMBATORE,1,98751,SUNDRY DEPOSITS-OTHERS,46492,
65134,AIR FORCE STATION CAMPUS SULUR,CHENNAI,3,31,COIMBATORE,1,3199304,SUNDRY DEPOSIT NEFT-GRPT FAILED TX,17370,
65134,AIR FORCE STATION CAMPUS SULUR,CHENNAI,3,31,COIMBATORE,1,2399869,TRICKLE FEED REJECTED DEBIT AC,-81000,
70005,"COMMERCIAL ROAD, UDHAGAMANDALAM         ",CHENNAI,3,31,COIMBATORE,2,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,29100,
70005,"COMMERCIAL ROAD, UDHAGAMANDALAM         ",CHENNAI,3,31,COIMBATORE,2,3199492,INTER OFFICE INSTRUMENTS AC - NEW,5125643.83,
70005,"COMMERCIAL ROAD, UDHAGAMANDALAM         ",CHENNAI,3,31,COIMBATORE,2,98602,INTER OFFICE INSTRUMENTS AC,256306477.5,
70005,"COMMERCIAL ROAD, UDHAGAMANDALAM         ",CHENNAI,3,31,COIMBATORE,2,98731,SUSPENSE - OTHERS,-360,
70008,SIMMAKKAL                               ,CHENNAI,2,21,MADURAI,1,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3264536.37,
70008,SIMMAKKAL                               ,CHENNAI,2,21,MADURAI,1,98581,ATM CASH DISB-CUST AC NOT DEBITED,-50600,
70008,SIMMAKKAL                               ,CHENNAI,2,21,MADURAI,1,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,107600,
70008,SIMMAKKAL                               ,CHENNAI,2,21,MADURAI,1,98746,SD - EXCESS CASH,200,
70008,SIMMAKKAL                               ,CHENNAI,2,21,MADURAI,1,98602,INTER OFFICE INSTRUMENTS AC,46610495.97,
70008,SIMMAKKAL                               ,CHENNAI,2,21,MADURAI,1,3199844,ATM EXCESS CASH ACCOUNT,22600,
70008,SIMMAKKAL                               ,CHENNAI,2,21,MADURAI,1,98656,SUSP - SC CONTRA AC,-16710,
70008,SIMMAKKAL                               ,CHENNAI,2,21,MADURAI,1,98731,SUSPENSE - OTHERS,-413548,
70008,SIMMAKKAL                               ,CHENNAI,2,21,MADURAI,1,98655,SUSP - SC CONTRA AC,16710,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,98751,SUNDRY DEPOSITS-OTHERS,114000,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,98576,SD . UNIDENTIFIED CREDITS . CASH B,208,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,215700,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,3199844,ATM EXCESS CASH ACCOUNT,33700,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,98731,SUSPENSE - OTHERS,-41330,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,14000,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,98656,SUSP - SC CONTRA AC,373840,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,98655,SUSP - SC CONTRA AC,-373840,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,98602,INTER OFFICE INSTRUMENTS AC,159636900.9,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,5767536,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,98581,ATM CASH DISB-CUST AC NOT DEBITED,-3500,
70009,SHENCOTTAH                              ,CHENNAI,2,21,MADURAI,3,98582,CUST AC DEBITED - ATM CASH NOT DISBURSED,2000,
70010,AGRI COMM BRANCH VALLIYOOR              ,CHENNAI,2,21,MADURAI,3,98602,INTER OFFICE INSTRUMENTS AC,131367253.5,
70010,AGRI COMM BRANCH VALLIYOOR              ,CHENNAI,2,21,MADURAI,3,4599274,ATM SHORT CASH ACCOUNT,-1510500,
70010,AGRI COMM BRANCH VALLIYOOR              ,CHENNAI,2,21,MADURAI,3,4897932,INWARD SUBSIDY REMIT - NEFT/RTGS,195000,
70010,AGRI COMM BRANCH VALLIYOOR              ,CHENNAI,2,21,MADURAI,3,3199844,ATM EXCESS CASH ACCOUNT,622190,
70010,AGRI COMM BRANCH VALLIYOOR              ,CHENNAI,2,21,MADURAI,3,98751,SUNDRY DEPOSITS-OTHERS,33184,
70010,AGRI COMM BRANCH VALLIYOOR              ,CHENNAI,2,21,MADURAI,3,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,218600,
70010,AGRI COMM BRANCH VALLIYOOR              ,CHENNAI,2,21,MADURAI,3,3199492,INTER OFFICE INSTRUMENTS AC - NEW,3069383.72,
70010,AGRI COMM BRANCH VALLIYOOR              ,CHENNAI,2,21,MADURAI,3,98731,SUSPENSE - OTHERS,-425,
70010,AGRI COMM BRANCH VALLIYOOR              ,CHENNAI,2,21,MADURAI,3,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,839,
70010,AGRI COMM BRANCH VALLIYOOR              ,CHENNAI,2,21,MADURAI,3,4597998,INB MISCELLANEOUS DEBIT IMPS,-100,
70011,SIRUTHOZHIL NAGERCOIL                   ,CHENNAI,2,21,MADURAI,5,3199844,ATM EXCESS CASH ACCOUNT,22700,
70011,SIRUTHOZHIL NAGERCOIL                   ,CHENNAI,2,21,MADURAI,5,4898587,Diff in parking ac with INB facility,307,
70011,SIRUTHOZHIL NAGERCOIL                   ,CHENNAI,2,21,MADURAI,5,98602,INTER OFFICE INSTRUMENTS AC,-498711362.5,
70011,SIRUTHOZHIL NAGERCOIL                   ,CHENNAI,2,21,MADURAI,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,2383850.21,
70011,SIRUTHOZHIL NAGERCOIL                   ,CHENNAI,2,21,MADURAI,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,1200,
70012,AGRI COMM BRANCH COLACHEL TOWN          ,CHENNAI,2,21,MADURAI,5,3199304,SUNDRY DEPOSIT NEFT-GRPT FAILED TX,500,
70012,AGRI COMM BRANCH COLACHEL TOWN          ,CHENNAI,2,21,MADURAI,5,98731,SUSPENSE - OTHERS,-40000,
70012,AGRI COMM BRANCH COLACHEL TOWN          ,CHENNAI,2,21,MADURAI,5,98602,INTER OFFICE INSTRUMENTS AC,58414492.1,
70012,AGRI COMM BRANCH COLACHEL TOWN          ,CHENNAI,2,21,MADURAI,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1843889.5,
70013,AGRI COMM BRANCH KANYAKUMARI            ,CHENNAI,2,21,MADURAI,5,98576,SD . UNIDENTIFIED CREDITS . CASH B,500,
70013,AGRI COMM BRANCH KANYAKUMARI            ,CHENNAI,2,21,MADURAI,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,118800,
70013,AGRI COMM BRANCH KANYAKUMARI            ,CHENNAI,2,21,MADURAI,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,1674353.15,
70013,AGRI COMM BRANCH KANYAKUMARI            ,CHENNAI,2,21,MADURAI,5,98602,INTER OFFICE INSTRUMENTS AC,58706245.17,
70013,AGRI COMM BRANCH KANYAKUMARI            ,CHENNAI,2,21,MADURAI,5,4597997,INB MISCELLANEOUS CREDIT IMPS,3000,
70013,AGRI COMM BRANCH KANYAKUMARI            ,CHENNAI,2,21,MADURAI,5,98751,SUNDRY DEPOSITS-OTHERS,35586.96,
70014,MARTHANDAM                              ,CHENNAI,2,21,MADURAI,5,98602,INTER OFFICE INSTRUMENTS AC,-5924552.8,
70014,MARTHANDAM                              ,CHENNAI,2,21,MADURAI,5,3199932,AGENCY CLG DRAFT PAYABLE AC-NEW,37100,
70014,MARTHANDAM                              ,CHENNAI,2,21,MADURAI,5,98728,SUSPENSE - ADHOC PAYMENTS,-2000,
70014,MARTHANDAM                              ,CHENNAI,2,21,MADURAI,5,98731,SUSPENSE - OTHERS,-984,
70014,MARTHANDAM                              ,CHENNAI,2,21,MADURAI,5,3199492,INTER OFFICE INSTRUMENTS AC - NEW,4731612.97,
70014,MARTHANDAM                              ,CHENNAI,2,21,MADURAI,5,98581,ATM CASH DISB-CUST AC NOT DEBITED,-10000,
70014,MARTHANDAM                              ,CHENNAI,2,21,MADURAI,5,4599271,CASH POINT EXCESS CASH HELD ACCOUNT,104300,
70014,MARTHANDAM                              ,CHENNAI,2,21,MADURAI,5,98746,SD - EXCESS CASH,1000,
70015,SUCHEENDRAM                             ,CHENNAI,2,21,MADURAI,5,3199844,ATM EXCESS CASH ACCOUNT,49200,
